OriginalCityStateID,NewCityStateID,City,OriginalState,NewState,MatchValue,MlInputCity,MlPredictedState,MlConfidence
lovelacevilleky,lovelacevilleca,lovelaceville,KY,CA,83.33333333333334,lovelaceville,PA,0.0259794308996445
lifear,lifeco,life,AR,CO,80.0,life,PA,0.0259794308996445
ugashikak,ugashikpr,ugashik,AK,PR,66.66666666666666,ugashik,PA,0.0259794308996445
lisbonfalsme,lisbonfalsme,lisbon fals,ME,ME,91.66666666666666,lisbon fals,ME,0.1666450914792097
andrsonal,andrsonca,andrson,AL,CA,87.5,andrson,SC,0.060104839301873
griffithin,griffithin,griffith,IN,IN,100.0,griffith,IN,0.0477571380942961
portervilleca,portervilleca,porterville,CA,CA,100.0,porterville,CA,0.101420153438222
fortluptongco,fortluptonco,fort lupton,GCO,CO,100.0,fort lupton,CO,0.6429643187477074
belfieldnd,belfieldnd,belfield,ND,ND,100.0,belfield,ND,0.516172500150344
westonid,westonfl,weston,ID,FL,100.0,weston,WY,0.5352459018405213
eatonvillewa,eatonvillewa,eatonville,WA,WA,100.0,eatonville,WA,0.046038536299032
augustawi,augustawi,augusta,WI,WI,100.0,augusta,SC,0.1472898120532093
parolemd,parolemd,parole,MD,MD,100.0,parole,MD,0.0553248928808209
pawcatuckct,pawcatuckct,pawcatuck,CT,CT,100.0,pawcatuck,CT,0.1004010826940735
colonyparkpa,colonyparkpa,colony park,PA,PA,100.0,colony park,PA,0.0975959674316887
montgomerymi,montgomeryal,montgomery,MI,AL,100.0,montgomery,MD,0.1670225059816226
agrdenacresca,agrdenacresca,agrden acres,CA,CA,91.66666666666666,agrden acres,DE,0.5917039194788598
homestownmo,homestownwa,homestown,MO,WA,90.5,homestown,PA,0.0259794308996445
amsterdamoh,amsterdamny,amsterdam,OH,NY,100.0,amsterdam,NY,0.0330720197492479
dightonks,dightonks,dighton,KS,KS,100.0,dighton,MA,0.0538802494667884
kenedyt,kenedytx,kenedy,T,TX,100.0,kenedy,TX,0.1337325749087947
higdenar,higdenal,higden,AR,AL,66.66666666666666,higden,PA,0.0259794308996445
waynesboropa,waynesboropa,waynesboro,PA,PA,100.0,waynesboro,VA,0.1825795930708498
ballouok,balloula,ballou,OK,LA,90.5,ballou,PA,0.0259794308996445
auburnwa,auburnwa,auburn,WA,WA,100.0,auburn,MI,0.0823719192475894
playasnm,playaspa,playas,NM,PA,83.33333333333334,playas,PA,0.0259794308996445
parkvillepa,parkvillepa,parkville,PA,PA,100.0,parkville,MD,0.0496817656806996
augustawi,augustawi,augusta,WI,WI,100.0,augusta,SC,0.1472898120532093
dundeemn,dundeefl,dundee,MN,FL,100.0,dundee,IL,0.1490868955906662
rivergroeor,rivergroeil,rivergroe,OR,IL,81.81818181818183,rivergroe,PA,0.0259794308996445
durphyok,durphyid,durphy,OK,ID,83.33333333333334,durphy,PA,0.0259794308996445
edgewaternj,edgewaternj,edgewater,NJ,NJ,100.0,edgewater,NJ,0.2469835971135185
applewoldpa,applewoldpa,applewold,PA,PA,90.5,applewold,PA,0.0259794308996445
universityofpittsburghjohnstownpa,universityofpittsburghjohnstownfl,university of pittsburgh johnstown,PA,FL,90.5,university of pittsburgh johnstown,PA,0.0588703873456692
westchicagoil,westchicagoil,west chicago,IL,IL,100.0,west chicago,IL,0.5712507945614753
stronachmi,stronachme,stronach,MI,ME,83.33333333333334,stronach,PA,0.0259794308996445
capronva,capronil,capron,VA,IL,100.0,capron,IL,0.0516646472090248
brookhavenga,brookhavenga,brookhaven,GA,GA,100.0,brookhaven,WV,0.0682146405476932
o'donnelltx,o'donnelltx,o'donnell,TX,TX,83.33333333333334,o'donnell,PA,0.0259794308996445
whittemoreia,whittemorepa,whittemore,IA,PA,90.0,whittemore,PA,0.0259794308996445
gardnervilleranchosnv,gardnervilleranchosnv,gardnerville ranchos,NV,NV,100.0,gardnerville ranchos,NV,0.9663866504892248
babevillegi,babevilleal,babeville,GI,AL,88.88888888888889,babeville,PA,0.0259794308996445
taftl,taftca,taft,L,CA,100.0,taft,CA,0.4313087588515353
cmbainmi,cmbainil,cmbain,MI,IL,75.0,cmbain,PA,0.0259794308996445
medfordok,medfordok,medford,OK,OK,100.0,medford,NJ,0.0706231766448782
edgewaterco,edgewaterco,edgewater,CO,CO,100.0,edgewater,NJ,0.2469835971135185
michigancitynd,michigancityin,michigan city,ND,IN,100.0,michigan city,MI,0.3493206959581217
atllulail,atllulafl,atllula,IL,FL,87.5,atllula,PA,0.0259794308996445
santeeca,santeeca,santee,CA,CA,100.0,santee,CA,0.057786416851874
trinwayoh,trinwayga,trinway,OH,GA,80.0,trinway,PA,0.0259794308996445
pauldenaz,pauldenaz,paulden,AZ,AZ,100.0,paulden,AZ,0.2271180698766024
kearneyo,kearneymo,kearney,O,MO,100.0,kearney,NE,0.5019251816004588
deepcreekva,deepcreekco,deep creek,VA,CO,90.0,deep creek,CT,0.0959510075175884
pasadenahillsfl,pasadenahillsfl,pasadena hills,FL,FL,100.0,pasadena hills,CA,0.3944003681988822
mevillela,mevillela,meville,LA,LA,87.5,meville,IA,0.0484328843218749
annandaleenn,annandaleca,annandale,ENN,CA,100.0,annandale,MN,0.0799882153755823
mckeeky,mckeeky,mckee,KY,KY,100.0,mckee,KY,0.046381182881054
holidayshoresil,holidayshoresil,holiday shores,IL,IL,100.0,holiday shores,FL,0.1611192712402202
wadenanm,wadenamn,wadena,NM,MN,100.0,wadena,MN,0.5270746644893585
jonesboroga,jonesboroga,jonesboro,GA,GA,100.0,jonesboro,AR,0.1166669573414674
lebanonjunctionky,lebanonjunctionky,lebanon junction,KY,KY,100.0,lebanon junction,KY,0.2003853106752003
lealnd,lealak,leal,ND,AK,80.0,leal,CA,0.0305775040393363
interiorsd,interioraz,interior,SD,AZ,75.0,interior,PA,0.0259794308996445
plantersvillemse,plantersvillems,plantersville,MSE,MS,100.0,plantersville,MS,0.1578652914147961
davenportwa,davenportwa,davenport,WA,WA,100.0,davenport,IA,0.0975289516609793
danburytx,danburytx,danbury,TX,TX,100.0,danbury,NH,0.2199742300149869
maceody,maceofl,maceo,DY,FL,80.0,maceo,PA,0.0259794308996445
flovillage,flovillaca,flovilla,GE,CA,75.0,flovilla,PA,0.0259794308996445
belkal,belkca,belk,AL,CA,75.0,belk,PA,0.0259794308996445
rinconvalleyaz,rinconvalleyga,rincon valley,AZ,GA,90.5,rincon valley,CA,0.0840856484130429
loveoygah,loveoyga,loveoy,GAH,GA,85.71428571428571,loveoy,PA,0.0259794308996445
corriganvillemd,corriganvilletx,corriganville,MD,TX,90.5,corriganville,PA,0.0259794308996445
westcityil,westcitytx,west city,IL,TX,90.5,west city,VA,0.2708502375381441
hartsugro,hartsugrmi,hartsugr,O,MI,90.5,hartsugr,PA,0.0259794308996445
rocifallsia,rocifallsil,roci falls,IA,IL,90.0,roci falls,RI,0.0936745952520132
bradfordi,bradfordct,bradford,I,CT,100.0,bradford,RI,0.2638904456859731
lucanmn,lucanla,lucan,MN,LA,80.0,lucan,CA,0.0282641318286321
cherokeeia,cherokeeia,cherokee,IA,IA,100.0,cherokee,OK,0.1314940566137667
sulphurspringsin,sulphurspringsar,sulphur springs,IN,AR,100.0,sulphur springs,CO,0.2417447888795812
harrimann,harrimanny,harriman,N,NY,100.0,harriman,TN,0.0485629921347647
jacksonne,jacksonal,jackson,NE,AL,100.0,jackson,OR,0.0618456557856067
edentonnc,edentonnc,edenton,NC,NC,100.0,edenton,NC,0.0421718744266612
castalianspringstn,castalianspringsmn,castalian springs,TN,MN,85.71428571428571,castalian springs,FL,0.11363555468657
fayettecitypa,fayettecityal,fayette city,PA,AL,90.5,fayette city,IA,0.2300674878715026
wheatleyheightsny,wheatleyheightsny,wheatley heights,NY,NY,100.0,wheatley heights,NY,0.1885785484210544
marcelinemo,marcelinemo,marceline,MO,MO,100.0,marceline,MO,0.1325501640085226
shadyshorestx,shadyshorestx,shady shores,TX,TX,100.0,shady shores,FL,0.3995178785311406
haywadrca,haywadrca,haywadr,CA,CA,85.71428571428571,haywadr,PA,0.0259794308996445
st.jamesnn,st.jamesmd,st. james,NN,MD,72.72727272727273,st. james,VT,0.3004096536549005
somervillema,somervillema,somerville,MA,MA,100.0,somerville,MA,0.0520996502394163
montaltopa,montaltopa,mon talto,PA,PA,100.0,mon talto,UT,0.23218726079625
viequespr,viequespr,vieques,PR,PR,100.0,vieques,PR,0.7022083044796503
imlantn,imlanil,imlan,TN,IL,83.33333333333334,imlan,PA,0.0259794308996445
fullertonpa,fullertonpa,fullerton,PA,PA,100.0,fullerton,NE,0.0672980006377373
danail,dananc,dana,IL,NC,100.0,dana,NC,0.0706146467279731
keystoneia,keystoneco,keystone,IA,CO,100.0,keystone,FL,0.1790603991592075
hollymi,hollymi,holly,MI,MI,100.0,holly,VT,0.4106789507157979
westbuechelky,westbuechelky,west buechel,KY,KY,100.0,west buechel,KY,0.3128003169109135
emmetar,emmetca,emmet,AR,CA,100.0,emmet,IA,0.2120235359851759
sharpsvillepa,sharpsvillepa,sharpsville,PA,PA,100.0,sharpsville,PA,0.0361012609900843
rowesvillesc,rowesvillenc,rowesville,SC,NC,90.0,rowesville,PA,0.0259794308996445
gardenictyco,gardenictyga,garden icty,CO,GA,90.9090909090909,garden icty,ID,0.2095691382371192
bellevuewa,bellevuewa,bellevue,WA,WA,100.0,bellevue,ID,0.0806188079034611
montellowi,montellowi,montello,WI,WI,100.0,montello,WI,0.1470515489224615
seminolemanorfl,seminolemanorfl,seminole manor,FL,FL,100.0,seminole manor,FL,0.3407301380333233
leesburgfl,leesburgfl,leesburg,FL,FL,100.0,leesburg,AL,0.0902553626258587
lacoocheefl,lacoocheefl,lacoochee,FL,FL,100.0,lacoochee,FL,0.0299204782959883
manitouok,manitouil,manitou,OK,IL,90.5,manitou,CO,0.2330651673327943
deserthillsax,deserthillsaz,desert hills,AX,AZ,100.0,desert hills,CA,0.4117189140343674
danvillepap,danvilleal,danville,PAP,AL,100.0,danville,NH,0.1526897641529932
cannonsburgky,cannonsburgca,cannonsburg,KY,CA,90.5,cannonsburg,PA,0.0259794308996445
pierresd,pierresd,pierre,SD,SD,100.0,pierre,SD,0.6164232845139956
longbranchpa,longbranchnj,long branch,PA,NJ,100.0,long branch,MN,0.3085860663977672
leesburgoh,leesburgoh,leesburg,OH,OH,100.0,leesburg,AL,0.0902553626258587
northcatasauquapa,northcatasauquapa,north catasauqua,PA,PA,100.0,north catasauqua,PA,0.0847423714989643
coloradocitytxh,coloradocityaz,colorado city,TXH,AZ,100.0,colorado city,CO,0.4078296326134587
truthorconsequencesnm,truthorconsequencesnm,truth or consequences,NM,NM,100.0,truth or consequences,NM,0.8701078473266406
northhighshoalsga,northhighshoalsms,north high shoals,GA,MS,85.71428571428571,north high shoals,FL,0.1242281201267324
blissid,blissaz,bliss,ID,AZ,80.0,bliss,MA,0.4291121043041278
derrypa,derrypa,derry,PA,PA,100.0,derry,NH,0.7258761485379179
muldrowok,muldrowok,muldrow,OK,OK,100.0,muldrow,OK,0.0638307543640831
gargathava,gargathafl,gargatha,VA,FL,85.71428571428571,gargatha,PA,0.0259794308996445
jeffersonoh,jeffersonoh,jefferson,OH,OH,100.0,jefferson,LA,0.090274873991575
ontarioor,ontarioor,ontario,OR,OR,100.0,ontario,NY,0.096458291354008
morgantonnc,morgantonnc,morganton,NC,NC,100.0,morganton,NC,0.0421718744266612
waukeeiav,waukeeia,waukee,IAV,IA,100.0,waukee,IA,0.19534101437681
eldertaca,eldertaca,elderta,CA,CA,85.71428571428571,elderta,PA,0.0259794308996445
gunbarrello,gunbarrelco,gunbarrel,LO,CO,100.0,gunbarrel,CO,0.1528914678896282
hainesvilleil,hainesvilleil,hainesville,IL,IL,100.0,hainesville,IL,0.0349335350713326
oriolebeachfl,oriolebeachfl,oriole beach,FL,FL,100.0,oriole beach,FL,0.6953240533752099
millsborode,millsborode,millsboro,DE,DE,100.0,millsboro,DE,0.6503305975336768
solomonaz,solomonks,solomon,AZ,KS,100.0,solomon,KS,0.0553703963758998
northlindenhurstyn,northlindenhurstny,north lindenhurst,YN,NY,100.0,north lindenhurst,NY,0.131405802502923
hillcresttx,hillcrestil,hillcrest,TX,IL,100.0,hillcrest,MD,0.1757405783916133
vancesc,vanceal,vance,SC,AL,100.0,vance,NC,0.1958375415364532
pachutams,pachutafl,pachuta,MS,FL,75.0,pachuta,PA,0.0259794308996445
culbersonmt,culbersonca,culberson,MT,CA,83.33333333333334,culberson,TX,0.0572128572488914
brownsmillsnj,brownsmillsnj,browns mills,NJ,NJ,100.0,browns mills,WI,0.1240333604693904
daytona,daytonin,dayton,A,IN,100.0,dayton,NV,0.1041783935080585
wyemt,wyenh,wye,MT,NH,66.66666666666666,wye,PA,0.0259794308996445
pocassetok,pocassetma,pocasset,OK,MA,100.0,pocasset,MA,0.0573726671731025
readerwv,readeroh,reader,WV,OH,85.71428571428571,reader,PA,0.0259794308996445
lindentx,lindentx,linden,TX,TX,100.0,linden,AL,0.0833060872316632
watkinsco,watkinstx,watkins,CO,TX,85.71428571428571,watkins,NY,0.0735959511257598
st.francisvillemo,st.francisvillela,st. francisville,MO,LA,83.33333333333334,st. francisville,VT,0.2922018134316904
threelakeswa,threelakeswa,three lakes,WA,WA,100.0,three lakes,AK,0.2843649882280247
pulaskiwi,pulaskiwi,pulaski,WI,WI,100.0,pulaski,IL,0.1450377227431613
aragonnm,aragonga,aragon,NM,GA,100.0,aragon,GA,0.0743335847478249
harbortonva,harbortonor,harborton,VA,OR,90.5,harborton,PA,0.0259794308996445
ellenboronc,ellenboroin,ellenboro,NC,IN,90.5,ellenboro,PA,0.0259794308996445
decaturcityia,decaturcityal,decatur city,IA,AL,90.5,decatur city,IA,0.1486316468822795
sissetonsd,sissetonsd,sisseton,SD,SD,100.0,sisseton,SD,0.1089497833020755
morvennc,morvenok,morven,NC,OK,80.0,morven,PA,0.0259794308996445
bluffcityks,bluffcitytn,bluff city,KS,TN,100.0,bluff city,TN,0.1812990902653216
lometatx,lometaca,lometa,TX,CA,83.33333333333334,lometa,PA,0.0259794308996445
georgetownk,georgetownca,georgetown,K,CA,100.0,georgetown,DE,0.5189241531613832
southbloominggroveny,southbloominggroveny,south blooming grove,NY,NY,100.0,south blooming grove,MN,0.1336011484555226
outlookmt,outlookal,outlook,MT,AL,85.71428571428571,outlook,PA,0.0259794308996445
bettertonmd,bettertonmi,betterton,MD,MI,100.0,betterton,PA,0.0259794308996445
maderaacresca,maderaacresca,madera acres,CA,CA,100.0,madera acres,CA,0.3999155536148961
glendaleut,glendaleaz,glendale,UT,AZ,100.0,glendale,WI,0.0809301564274783
northlightplantnm,northlightplantil,north light plant,NM,IL,80.0,north light plant,FL,0.0704215393297091
gridleyca,gridleyca,gridley,CA,CA,100.0,gridley,IL,0.0508921603730893
lewistownhmt,lewistownhmt,lewistownh,MT,MT,90.5,lewistownh,PA,0.0259794308996445
havilandoh,havilandny,haviland,OH,NY,100.0,haviland,NY,0.0455865646322406
mariafantoniapr,mariafantoniapr,mariafantonia,PR,PR,92.3076923076923,mariafantonia,PA,0.0259794308996445
shallowaterx,shallowatertx,shallowater,X,TX,100.0,shallowater,TX,0.0311476746087125
lambertms,lambertms,lambert,MS,MS,100.0,lambert,MS,0.0626938116093965
reinbeckia,reinbeckia,reinbeck,IA,IA,100.0,reinbeck,IA,0.0484328843218749
gladeviawfl,gladeviawfl,gladeviaw,FL,FL,88.88888888888889,gladeviaw,PA,0.0259794308996445
lakeridgeav,lakeridgeva,lake ridge,AV,VA,100.0,lake ridge,FL,0.4092129181326248
rapidcitymi,rapidcitymi,rapid city,MI,MI,100.0,rapid city,SD,0.6157501400445717
mentonea,mentoneca,mentone,A,CA,100.0,mentone,CA,0.0426441428325977
millermo,millersd,miller,MO,SD,100.0,miller,AR,0.2246462475804874
owossomi,owossomi,owosso,MI,MI,100.0,owosso,MI,0.0422036710995163
raymondil,raymondme,raymond,IL,ME,100.0,raymond,ME,0.1286676437616558
ellsworthks,ellsworthks,ellsworth,KS,KS,100.0,ellsworth,KS,0.2877692296933712
westchesteril,westchesteril,westchester,IL,IL,100.0,westchester,NY,0.049913781837086
miamitx,miamitx,miami,TX,TX,100.0,miami,FL,0.4373232108510115
tingleyi,tingleyia,tingley,I,IA,75.0,tingley,PA,0.0259794308996445
lavinamt,lavinaga,lavina,MT,GA,85.71428571428571,lavina,PA,0.0259794308996445
tylersburgpa,tylersburgmn,tylersburg,PA,MN,90.5,tylersburg,PA,0.0259794308996445
honeygrovetx,honeygrovetx,honey grove,TX,TX,100.0,honey grove,PA,0.0960842953769139
mcnealaz,mcnealva,mcneal,AZ,VA,83.33333333333334,mcneal,PA,0.0259794308996445
troyil,troyil,troy,IL,IL,100.0,troy,NH,0.1253108492243038
geigeral,geigeril,geiger,AL,IL,85.71428571428571,geiger,PA,0.0259794308996445
wesntomo,wesntoga,wesnto,MO,GA,80.0,wesnto,PA,0.0259794308996445
terrytownlq,terrytownla,terrytown,LQ,LA,100.0,terrytown,LA,0.2076427360878493
escondidoca,escondidoca,escondido,CA,CA,100.0,escondido,CA,0.031879825005699
stanleywi,stanleywi,stanley,WI,WI,100.0,stanley,SD,0.3618316727390316
westmilwaueewi,westmilwaueewi,west milwauee,WI,WI,92.85714285714286,west milwauee,MA,0.0600261906250058
newrichmondiw,newrichmondoh,new richmond,IW,OH,100.0,new richmond,NH,0.1423859487054479
dakotamn,dakotawi,dakota,MN,WI,100.0,dakota,NE,0.404935621974223
purcellmo,purcellok,purcell,MO,OK,100.0,purcell,OK,0.0638307543640831
forestheightsmd,forestheightsmd,forest heights,MD,MD,100.0,forest heights,MD,0.1739038432705188
mildredks,mildredct,mildred,KS,CT,85.71428571428571,mildred,PA,0.0259794308996445
ocontofallswi,ocontofallswi,oconto falls,WI,WI,100.0,oconto falls,WI,0.7080557991421433
kingstonwa,kingstonwa,kingston,WA,WA,100.0,kingston,NH,0.2532639101685639
paullinaia,paullinaia,paullina,IA,IA,100.0,paullina,IA,0.0484328843218749
goldonnal,goldonnaak,goldonna,L,AK,87.5,goldonna,PA,0.0259794308996445
southviewpa,southviewin,southview,PA,IN,80.0,southview,PA,0.0259794308996445
leipsicho,leipsicoh,leipsic,HO,OH,100.0,leipsic,OH,0.0373012794621199
fbanklintownpa,fbanklintownpa,fbanklintown,PA,PA,87.5,fbanklintown,PA,0.0259794308996445
croswellmi,croswellmi,croswell,MI,MI,100.0,croswell,MI,0.0774140561277963
trailmn,trailid,trail,MN,ID,75.0,trail,IN,0.3158097656423297
brushcreekok,brushcreektx,brush creek,OK,TX,91.66666666666666,brush creek,WV,0.3369010016913725
gauillams,gauillapr,gauilla,MS,PR,83.33333333333334,gauilla,PA,0.0259794308996445
seabrookfarmsnj,seabrookfarmsnj,seabrook farms,NJ,NJ,100.0,seabrook farms,AZ,0.1384792071751911
manelehi,maneletx,manele,HI,TX,85.71428571428571,manele,PA,0.0259794308996445
heidelbergtx,heidelbergtx,heidelberg,TX,TX,100.0,heidelberg,PA,0.0489962330321535
kechis,kechiks,kechi,S,KS,100.0,kechi,KS,0.0553703963758998
emoryva,emoryva,emory,VA,VA,100.0,emory,VA,0.0740781517000939
woquipr,woquipr,woqui,PR,PR,60.0,woqui,PA,0.0259794308996445
eidanm,eidaoh,eida,NM,OH,80.0,eida,OH,0.0373012794621199
humbletx,humbletx,humble,TX,TX,100.0,humble,TX,0.0311476746087125
montaguemi,montaguemi,montague,MI,MI,100.0,montague,TX,0.0544768139092983
smeletrtownco,smeletrtownnc,smeletrtown,CO,NC,83.33333333333334,smeletrtown,PA,0.0259794308996445
crucidlepa,crucidlems,crucidle,PA,MS,80.0,crucidle,PA,0.0259794308996445
universitygardensnya,universitygardensny,university gardens,NYA,NY,100.0,university gardens,FL,0.4596663739818816
peabodyks,peabodyks,peabody,KS,KS,100.0,peabody,MA,0.39312779576834
willifordar,willifordtx,williford,AR,TX,83.33333333333334,williford,PA,0.0259794308996445
redmondw,redmondor,redmond,W,OR,100.0,redmond,OR,0.1827110372599505
elizabethwv,elizabethwv,elizabeth,WV,WV,100.0,elizabeth,NC,0.1733180927303607
monessenpa,monessenpa,monessen,PA,PA,100.0,monessen,PA,0.0361012609900843
broadwayva,broadwayva,broadway,VA,VA,100.0,broadway,NC,0.0408902196079422
munsonscornersny,munsonscornersny,munsons corners,NY,NY,100.0,munsons corners,MT,0.1030752827559908
ripleoh,ripleoh,riple,OH,OH,83.33333333333334,riple,MS,0.1199002175070374
jamaicaia,jamaicany,jamaica,IA,NY,100.0,jamaica,VT,0.208279001561547
syracuseoh,syracusein,syracuse,OH,IN,100.0,syracuse,NY,0.0737679689406948
steelevilleil,steelevilleil,steeleville,IL,IL,100.0,steeleville,IL,0.0349335350713326
wapellail,wapellaia,wapella,IL,IA,85.71428571428571,wapella,PA,0.0259794308996445
disautelwa,disautelia,disautel,WA,IA,66.66666666666666,disautel,PA,0.0259794308996445
northloupne,northloupak,north loup,NE,AK,80.0,north loup,NE,0.588690366838175
acndlewoodlakeoh,acndlewoodlakewv,acndlewood lake,OH,WV,75.0,acndlewood lake,WI,0.2212458142848364
mentormn,mentoroh,mentor,MN,OH,100.0,mentor,OH,0.3536230659344461
hatoarribapr,hatoarribapr,hato arriba,PR,PR,100.0,hato arriba,PR,0.9695314029711776
mobeetietx,mobeetietx,mobeetie,TX,TX,83.33333333333334,mobeetie,PA,0.0259794308996445
waxahachietx,waxahachietx,waxahachie,TX,TX,100.0,waxahachie,TX,0.0311476746087125
wolfecitptxz,wolfecitptx,wolfe citp,TXZ,TX,90.0,wolfe citp,KY,0.152471260217026
kurebeachnc,kurebeachnc,kure beach,NC,NC,100.0,kure beach,NC,0.3950299796298539
elranchovelatx,elranchovelanm,el rancho vela,TX,NM,90.5,el rancho vela,NM,0.4087383689036006
boodyil,boodyil,boody,IL,IL,80.0,boody,PA,0.0259794308996445
bullrunmountainestatesva,bullrunmountainestatesva,bull run mountain estates,VA,VA,100.0,bull run mountain estates,VA,0.6875893376400168
centralparkwa,centralparkwa,central park,WA,WA,100.0,central park,AZ,0.2027129392908491
kirksvillemo,kirksvillemo,kirksville,MO,MO,100.0,kirksville,MO,0.0771956101791143
carytownmo,carytownil,carytown,MO,IL,90.5,carytown,PA,0.0259794308996445
estillsc,estillsc,estill,SC,SC,100.0,estill,KY,0.2774983730999778
detroioor,detroioca,detroio,OR,CA,85.71428571428571,detroio,PA,0.0259794308996445
pasadenahillsmh,pasadenahillsfl,pasadena hills,MH,FL,100.0,pasadena hills,CA,0.3944003681988822
morristownaz,morristownin,morristown,AZ,IN,100.0,morristown,VT,0.3795444164589502
mountainviewmo,mountainviewmo,mountain view,MO,MO,100.0,mountain view,WY,0.3426483270655257
chisholmnm,chisholmme,chisholm,NM,ME,100.0,chisholm,TX,0.0851669576331459
lazyyuaz,lazyyual,lazy y u,AZ,AL,75.0,lazy y u,AK,0.8269038122216071
pragfeok,pragfeok,pragfe,OK,OK,83.33333333333334,pragfe,PA,0.0259794308996445
nassaumn,nassauny,nassau,MN,NY,100.0,nassau,FL,0.4192440358451289
dranesvilleva,dranesvilleva,dranesville,VA,VA,100.0,dranesville,VA,0.0405997135808639
merigoldms,merigoldil,merigold,MS,IL,71.42857142857143,merigold,PA,0.0259794308996445
browsdalemn,browsdaleca,browsdale,MN,CA,77.77777777777779,browsdale,PA,0.0259794308996445
claytonnc,claytonnc,clayton,NC,NC,100.0,clayton,DE,0.1633165236468542
dapburyne,dapburyct,dapbury,NE,CT,85.71428571428571,dapbury,PA,0.0259794308996445
portreadingnj,portreadingnj,port reading,NJ,NJ,100.0,port reading,MA,0.2738721781363201
olbenningtonvt,olbenningtonoh,ol bennington,VT,OH,84.61538461538461,ol bennington,VT,0.5109434100923246
hollenbergks,hollenbergfl,hollenberg,KS,FL,83.33333333333334,hollenberg,PA,0.0259794308996445
boyeshotspringsca,boyeshotspringsca,boyes hot springs,CA,CA,100.0,boyes hot springs,WY,0.2512037820136943
fairviewky,fairviewca,fairview,KY,CA,100.0,fairview,AK,0.2343196785068705
gridleyks,gridleyca,gridley,KS,CA,100.0,gridley,IL,0.0508921603730893
burgettstownpa,burgettstownpa,burgettstown,PA,PA,100.0,burgettstown,PA,0.0361012609900843
verdinv,verdinv,verdi,NV,NV,100.0,verdi,NV,0.6447915118770985
kayceewyk,kayceesc,kaycee,WYK,SC,80.0,kaycee,PA,0.0259794308996445
lakeandesds,lakeandessd,lake andes,DS,SD,100.0,lake andes,SD,0.6590356603702876
centernd,centernd,center,ND,ND,100.0,center,CT,0.4882620798371166
eastmanwi,eastmanga,eastman,WI,GA,100.0,eastman,GA,0.0407416937011491
cordermo,cordersc,corder,MO,SC,83.33333333333334,corder,PA,0.0259794308996445
scottvillil,scottvillla,scottvill,IL,LA,90.5,scottvill,MI,0.0422036710995163
marponmi,marponal,marpon,MI,AL,83.33333333333334,marpon,IA,0.0484328843218749
dauphinislandalyu,dauphinislandal,dauphin island,ALYU,AL,100.0,dauphin island,AL,0.1604220696761992
shirleyin,shirleyma,shirley,IN,MA,100.0,shirley,MA,0.0563666899965178
princegeorgeva,princegeorgeva,prince george,VA,VA,100.0,prince george,MD,0.4523501289120917
woodscreekwa,woodscreekwa,woods creek,WA,WA,100.0,woods creek,AZ,0.2290803325200767
brendaaz,brendaal,brenda,AZ,AL,80.0,brenda,PA,0.0259794308996445
minorcala,minorcala,minorca,LA,LA,100.0,minorca,LA,0.0601926739649647
wheatleyar,wheatleyfl,wheatley,AR,FL,71.42857142857143,wheatley,NY,0.0922098979151996
atkinsia,atkinsia,atkins,IA,IA,100.0,atkins,AR,0.0564541137052462
broaddustx,broaddusca,broaddus,TX,CA,85.71428571428571,broaddus,PA,0.0259794308996445
hayesvilleia,hayesvillenc,hayesville,IA,NC,100.0,hayesville,OR,0.0719398113610215
staleync,staleync,staley,NC,NC,85.71428571428571,staley,ND,0.1253195546725445
baileyvillepa,baileyvillega,baileyville,PA,GA,83.33333333333334,baileyville,PA,0.0259794308996445
evanttx,evantme,evant,TX,ME,83.33333333333334,evant,ME,0.0798405854512492
newaygomi,newaygomi,newaygo,MI,MI,100.0,newaygo,MI,0.3961953675983879
missiontx,missiontx,mission,TX,TX,100.0,mission,KS,0.2253081327657137
sterlingne,sterlingak,sterling,NE,AK,100.0,sterling,AK,0.2286082569520656
carnatiowa,carnatiowa,carnatio,WA,WA,88.88888888888889,carnatio,PA,0.0259794308996445
eraderar,eradertx,erader,AR,TX,85.71428571428571,erader,PA,0.0259794308996445
ts.robertmo,ts.robertmo,ts. robert,MO,MO,66.66666666666666,ts. robert,MO,0.1061727566671005
pulaskiil,pulaskiny,pulaski,IL,NY,100.0,pulaski,IL,0.1450377227431613
horseshoeebachfl,horseshoeebachnc,horseshoe ebach,FL,NC,90.0,horseshoe ebach,AR,0.451666851338071
yumaaz,yumaaz,yuma,AZ,AZ,100.0,yuma,AZ,0.6899041153864895
healyks,healyak,healy,KS,AK,100.0,healy,AK,0.4833106152490782
aredaleia,aredaleca,aredale,IA,CA,85.71428571428571,aredale,PA,0.0259794308996445
waukeenahfl,waukeenahia,waukeenah,FL,IA,90.5,waukeenah,PA,0.0259794308996445
starid,starid,star,ID,ID,100.0,star,DE,0.5606799882885368
catharineks,catharinefl,catharine,KS,FL,80.0,catharine,PA,0.0259794308996445
abrmtx,abrmtx,abrm,TX,TX,80.0,abrm,TX,0.0406938805053028
fostoriami,fostoriaoh,fostoria,MI,OH,100.0,fostoria,OH,0.0373012794621199
lefortx,lefornj,lefor,TX,NJ,71.42857142857143,lefor,PA,0.0259794308996445
northiverad,northivernj,north iver,AD,NJ,81.81818181818183,north iver,MA,0.0803516712571766
panoramavillagetx,panoramavillagetx,panorama village,TX,TX,100.0,panorama village,TX,0.1033384150107281
