OriginalCityStateID,NewCityStateID,City,OriginalState,NewState,MatchValue
coralgablesl,coralgablesfl,coral gables,L,FL,100.0
palmshoresfl,palmshorespr,palm shores,FL,PR,83.33333333333334
viloawi,viloany,viloa,WI,NY,80.0
altasierraca,altasierraca,alta sierra,CA,CA,100.0
bunkfosswa,bunkfosswa,bunk foss,WA,WA,100.0
sedaliamo,sedaliamo,sedalia,MO,MO,100.0
jerseycitynj,jerseycitynj,jersey city,NJ,NJ,100.0
rktepa,rkteak,rkte,PA,AK,60.0
chenowethor,chenowethor,chenoweth,OR,OR,100.0
estherwoodlk,estherwoodmo,estherwood,LK,MO,90.5
st.hedwigtx,st.hedwigtx,st. hedwig,TX,TX,75.0
jeffersovillein,jeffersovillein,jeffersoville,IN,IN,92.85714285714286
turpinhillsoh,turpinhillsoh,turpin hills,OH,OH,100.0
romeny,romeny,rome,NY,NY,100.0
annamariafl,annamariafl,anna maria,FL,FL,100.0
st.hilairemn,st.hilairemi,st. hilaire,MN,MI,72.72727272727273
greenridgemo,greenridgetx,green ridge,MO,TX,91.66666666666666
marshallar,marshallar,marshall,AR,AR,100.0
rushmoremvn,rushmoreva,rushmore,MVN,VA,87.5
ellersliemd,ellerslieid,ellerslie,MD,ID,90.5
plainfieldin,plainfieldin,plainfield,IN,IN,100.0
santababaraca,santababaraca,santa babara,CA,CA,92.3076923076923
laparguerapr,laparguerapr,la parguera,PR,PR,100.0
coldstreamy,coldstreamky,coldstream,Y,KY,100.0
florencemn,florenceal,florence,MN,AL,100.0
edgofieldcs,edgofieldsc,edgofield,CS,SC,88.88888888888889
burnsvillewv,burnsvillemn,burnsville,WV,MN,100.0
fontanelleia,fontanelleal,fontanelle,IA,AL,100.0
sheakleyvilepaj,sheakleyvilenc,sheakleyvile,PAJ,NC,71.42857142857143
mancosco,mancosco,mancos,CO,CO,100.0
newtownoh,newtownoh,newtown,OH,OH,100.0
eatonin,eatonin,eaton,IN,IN,100.0
manistiquemi,manistiquemi,manistique,MI,MI,100.0
vallevissaza,vallevissaaz,valle vissa,ZA,AZ,90.9090909090909
tumaloor,tumaloaz,tumalo,OR,AZ,75.0
henryne,henryil,henry,NE,IL,100.0
mutualok,mutualoh,mutual,OK,OH,83.33333333333334
cetroniaap,cetroniapa,cetronia,AP,PA,100.0
redlodgemt,redlodgemt,redl odge,MT,MT,88.88888888888889
newrichmondin,newrichmondoh,new richmond,IN,OH,100.0
chillicotheil,chillicotheil,chillicothe,IL,IL,100.0
lfatkickky,lfatkickmi,lfat kick,KY,MI,77.77777777777779
passamaquoddypleasantpointm,passamaquoddypleasantpointal,passamaquoddy pleasant point,M,AL,85.71428571428571
connorvilleoh,connorvilleor,connorville,OH,OR,90.9090909090909
greenvilletx,greenvilletx,greenville,TX,TX,100.0
alpinenorthwestwyy,alpinenorthwestca,alpine northwest,WYY,CA,90.5
greenvilleil,greenvilleil,greenville,IL,IL,100.0
atlanticbeachsc,atlanticbeachfl,atlantic beach,SC,FL,100.0
clydehillwa,clydehillwa,clyde hill,WA,WA,100.0
northhillsny,northhillsny,north hills,NY,NY,100.0
eatcarondeletil,eatcarondelettx,eat carondelet,IL,TX,75.0
palmbeachfl,palmbeachfl,palm beach,FL,FL,100.0
bogueks,bogueor,bogue,KS,OR,66.66666666666666
othellkwa,othellkwa,othellk,WA,WA,85.71428571428571
cowlicaz,cowlicca,cowlic,AZ,CA,75.0
crestwoodyk,crestwoodil,crestwood,YK,IL,100.0
hilbertwi,hilbertwi,hilbert,WI,WI,100.0
elkaderna,elkaderia,elkader,NA,IA,100.0
noblela,nobleok,noble,LA,OK,100.0
westfalmouthma,westfalmouthma,west falmouth,MA,MA,100.0
brownfieldtx,brownfieldtx,brownfield,TX,TX,100.0
encinitasca,encinitasca,encinitas,CA,CA,100.0
redbymn,redbymn,redby,MN,MN,100.0
watsonil,watsonla,watson,IL,LA,100.0
douglasshillsky,douglasshillsky,douglass hills,KY,KY,100.0
riversideor,riversideal,riverside,OR,AL,100.0
horizonwestf,horizonwestfl,horizon west,F,FL,100.0
pikevilleky,pikevilleky,pikeville,KY,KY,100.0
southbridgema,southbridgema,southbridge,MA,MA,100.0
wagonerok,wagonerok,wagoner,OK,OK,100.0
harveysburgoh,harveysburgil,harveysburg,OH,IL,90.5
greenbaywi,greenbaywi,green bay,WI,WI,100.0
roymt,royut,roy,MT,UT,100.0
dicksontn,dicksontn,dickson,TN,TN,100.0
paynesvllemmn,paynesvllemn,paynesvlle,MMN,MN,90.9090909090909
westwaytx,westwaytx,westway,TX,TX,100.0
coppercenterak,coppercentertx,copper center,AK,TX,90.5
chililiinm,chililimn,chilili,INM,MN,87.5
pawhuskao,pawhuskaok,pawhuska,O,OK,100.0
daltonmo,daltonga,dalton,MO,GA,100.0
fletchernc,fletchernc,fletcher,NC,NC,100.0
murrysviglepa,murrysviglepa,murrysvigle,PA,PA,90.9090909090909
lazrescenta-montroseca,lazrescenta-montroseca,la zrescenta-montrose,CA,CA,95.23809523809523
rosmannc,rosmannc,rosman,NC,NC,83.33333333333334
vicksburgaz,vicksburgmi,vicksburg,AZ,MI,100.0
mossbluffla,mossbluffla,moss bluff,LA,LA,100.0
danvilleks,danvilleal,danville,KS,AL,100.0
lakewinolapa,lakewinolaak,lake winola,PA,AK,80.0
holtal,holtal,holt,AL,AL,100.0
catheysvalleyca,catheysvalleynm,catheys valley,CA,NM,80.0
pelhamtn,pelhamal,pelham,TN,AL,100.0
lakewildwoodca,lakewildwoodca,lake wildwood,CA,CA,100.0
bardolphi,bardolphtx,bardolph,I,TX,80.0
kingkvillemd,kingkvillenc,kingkville,MD,NC,90.5
penapobrepr,penapobrepr,pena pobre,PR,PR,90.0
peoriaco,peoriaaz,peoria,CO,AZ,100.0
hildaleut,hildaleut,hildale,UT,UT,100.0
portlandtn,portlandtn,portland,TN,TN,100.0
edenidc,edenny,eden,IDC,NY,100.0
parsonswv,parsonswv,parsons,WV,WV,100.0
crookstonne,crookstonmn,crookston,NE,MN,100.0
faribaultmn,faribaultmn,faribault,MN,MN,100.0
gillespieil,gillespieil,gillespie,IL,IL,100.0
lopezvillettx,lopezvillettx,lopezvillet,TX,TX,90.5
boonevillems,boonevillems,booneville,MS,MS,100.0
woodvilleoh,woodvilleoh,woodville,OH,OH,100.0
brooksga,brooksky,brooks,GA,KY,100.0
libbrmt,libbrne,libbr,MT,NE,83.33333333333334
burlingtonil,burlingtonco,burlington,IL,CO,100.0
blticsd,blticsd,bltic,SD,SD,83.33333333333334
elpradoestatesaz,elpradoestatesar,el prado estates,AZ,AR,77.77777777777779
newflorencemo,newflorencect,new florence,MO,CT,72.72727272727273
greencastlemo,greencastlein,greencastle,MO,IN,100.0
leesburgin,leesburgal,leesburg,IN,AL,100.0
gamalielky,gamalielaz,gamaliel,KY,AZ,75.0
wahpetonia,wahpetonnd,wahpeton,IA,ND,100.0
newviennaoh,newviennaoh,newv ienna,OH,OH,90.0
springfieldwv,springfieldco,springfield,WV,CO,100.0
purcellok,purcellok,purcell,OK,OK,100.0
dellwoodmo,dellwoodmo,dellwood,MO,MO,100.0
norwoodyoungamericamn,norwoodyoungamericamn,norwood young america,MN,MN,100.0
southjacksonvilleil,southjacksonvilleil,south jacksonville,IL,IL,100.0
butlernj,butlernj,butler,NJ,NJ,100.0
pateroswa,paterosca,pateros,WA,CA,77.77777777777779
coneyislandmo,coneyislandny,coney island,MO,NY,100.0
tubacaz,tubacaz,tubac,AZ,AZ,100.0
ogdensburgwi,ogdensburgnj,ogdensburg,WI,NJ,100.0
adelphimd,adelphimd,adelphi,MD,MD,100.0
kinospringsbz,kinospringsal,kino springs,BZ,AL,84.61538461538461
adamsne,adamsma,adams,NE,MA,100.0
midwynm,midwyar,midwy,NM,AR,83.33333333333334
healylakeak,healylakeak,healy lake,AK,AK,90.5
millardmo,millardmo,millard,MO,MO,85.71428571428571
mountpennpa,mountpennpa,mount penn,PA,PA,100.0
mauriceia,mauricela,maurice,IA,LA,100.0
moscowks,moscowid,moscow,KS,ID,100.0
eastonmh,eastonca,easton,MH,CA,100.0
chaskamn,chaskamn,chaska,MN,MN,100.0
richfieldmn,richfieldmn,richfield,MN,MN,100.0
crawfordvillega,crawfordvillega,crawfordville,GA,GA,100.0
camporicopru,camporicopr,campo rico,PRU,PR,100.0
ontroewv,ontroega,ontroe,WV,GA,83.33333333333334
frieslandwi,frieslandfl,friesland,WI,FL,77.77777777777779
hdusontx,hdusontx,hduson,TX,TX,83.33333333333334
masthopepa,masthopepa,masthope,PA,PA,75.0
cpledoniami,cpledoniami,cpledonia,MI,MI,88.88888888888889
havremt,havremt,havre,MT,MT,100.0
decaturvilletk,decaturvilletn,decaturville,TK,TN,100.0
franklinil,franklinga,franklin,IL,GA,100.0
lagrangeil,lagrangeil,la grange,IL,IL,100.0
delawarecityde,delawarecityde,delaware city,DE,DE,100.0
ironwoodmi,ironwoodmi,ironwood,MI,MI,100.0
racnhesterwy,racnhestermn,racnhester,WY,MN,83.33333333333334
westmoestoca,westmoestoca,west moesto,CA,CA,91.66666666666666
stockholmsd,stockholmca,stockholm,SD,CA,75.0
indexwa,indexaz,index,WA,AZ,75.0
riveiratx,riveiraco,riveira,TX,CO,75.0
anacorteswa,anacorteswa,anacortes,WA,WA,100.0
orchardmesaco,orchardmesaco,orchard mesa,CO,CO,100.0
plazand,plazaia,plaza,ND,IA,80.0
mccomboh,mccomboh,mccomb,OH,OH,100.0
spanishlakemo,spanishlakemo,spanish lake,MO,MO,100.0
worthingtonky,worthingtonky,worthington,KY,KY,100.0
asburymo,asburyia,asbury,MO,IA,100.0
agendaks,agendaaz,agenda,KS,AZ,75.0
penasconm,penascoaz,penasco,NM,AZ,75.0
archercitytx,archercitytx,archer city,TX,TX,100.0
peetuco,peetuaz,peetu,CO,AZ,75.0
auburnny,auburnny,auburn,NY,NY,100.0
lenoxga,lenoxia,lenox,GA,IA,100.0
medinany,medinany,medina,NY,NY,100.0
rockyforkpointoh,rockyforkpointco,rocky fork point,OH,CO,90.0
velardeom,velardend,velarde,OM,ND,80.0
golcondanv,golcondail,golconda,NV,IL,100.0
washingtonva,washingtonva,washington,VA,VA,100.0
tintonfallsnj,tintonfallsnj,tinton falls,NJ,NJ,100.0
lajaran,lajaratx,la jara,N,TX,85.71428571428571
penargylpa,penargylpa,pen argyl,PA,PA,100.0
losolivosca,losolivosca,los olivos,CA,CA,100.0
buckmanm,buckmanma,buckman,M,MA,75.0
milltownsd,milltownnj,milltown,SD,NJ,100.0
fountainhillsaz,fountainhillsaz,fountain hills,AZ,AZ,100.0
gruetli-laagertn,gruetli-laagertn,gruetli-laager,TN,TN,100.0
highlandsranchc,highlandsranchco,highlands ranch,C,CO,100.0
alexanderia,alexanderar,alexander,IA,AR,100.0
nurembergp,nurembergaz,nuremberg,P,AZ,77.77777777777779
oberlinl,oberlinks,oberlin,L,KS,100.0
elbertaim,elbertaal,elberta,IM,AL,100.0
kilgorene,kilgoretx,kilgore,NE,TX,100.0
irwinpa,irwinpa,irwin,PA,PA,100.0
capronva,capronil,capron,VA,IL,100.0
hratswv,hratsla,hrats,WV,LA,80.0
sheldontx,sheldontx,sheldon,TX,TX,100.0
hollyponoal,hollyponomi,holly pono,AL,MI,90.5
rdmondwa,rdmondwa,rdmond,WA,WA,85.71428571428571
pleasantprairiewi,pleasantprairiewi,pleasant prairie,WI,WI,100.0
bedfordin,bedfordin,bedford,IN,IN,100.0
oakpointtx,oakpointtx,oak point,TX,TX,100.0
ohatcheeal,ohatcheeal,ohatchee,AL,AL,100.0
northyelmwa,northyelmwa,north yelm,WA,WA,100.0
shamrocktx,shamrocktx,shamrock,TX,TX,100.0
templega,templega,temple,GA,GA,100.0
charlttesvillenva,charlttesvilleva,charlttesville,NVA,VA,93.33333333333333
andersonsc,andersonsc,anderson,SC,SC,100.0
ht.benewictia,ht.benewictin,ht. benewict,IA,IN,70.0
amboywa,amboywa,amboy,WA,WA,100.0
lewistonne,lewistonca,lewiston,NE,CA,100.0
pinevalleyny,pinevalleyca,pine valley,NY,CA,100.0
fourcornersmd,fourcornersmd,four corners,MD,MD,100.0
grandviewin,grandviewil,grandview,IN,IL,100.0
bartelsoil,bartelsoia,bartelso,IL,IA,83.33333333333334
potlatchid,potlatchks,potlatch,ID,KS,80.0
hickoryflatms,hickoryflatnc,hickory flat,MS,NC,90.5
jansenco,jansenid,jansen,CO,ID,83.33333333333334
groesbeckoh,groesbeckoh,groesbeck,OH,OH,100.0
russellar,russellga,russell,AR,GA,100.0
cobbtownga,cobbtownca,cobbtown,GA,CA,90.5
southpatrickshoresf,southpatrickshoresfl,south patrick shores,F,FL,100.0
corriganvillemd,corriganvilletx,corriganville,MD,TX,90.5
winnsborotx,winnsborotx,winnsboro,TX,TX,100.0
hancockmn,hancockme,hancock,MN,ME,100.0
cobbislandmd,cobbislandmd,cobb island,MD,MD,100.0
kendallwa,kendallfl,kendall,WA,FL,100.0
merrmacva,merrmacva,merrmac,VA,VA,87.5
dustinok,dustinar,dustin,OK,AR,83.33333333333334
clervontfl,clervontfl,clervont,FL,FL,87.5
rockleighnw,rockleighfl,rockleigh,NW,FL,77.77777777777779
lignitend,ligniteil,lignite,ND,IL,80.0
saltrockwvl,saltrockco,salt rock,WVL,CO,81.81818181818183
pleaktx,pleaktx,pleak,TX,TX,100.0
caliond,caliopa,calio,ND,PA,75.0
northpoleak,northpoleak,north pole,AK,AK,100.0
birimnghamal,birimnghamal,birimngham,AL,AL,90.0
portclarenpeak,portclarenpefl,port clarenpe,AK,FL,78.57142857142857
platterkk,plattersd,platter,KK,SD,90.5
warmspringsor,warmspringsor,warm springs,OR,OR,100.0
poelousasla,poelousasla,poelousas,LA,LA,100.0
fargond,fargond,fargo,ND,ND,100.0
bardolphil,bardolphtx,bardolph,IL,TX,80.0
westminstertxb,westminsterca,westminster,TXB,CA,100.0
fairburnga,fairburnga,fairburn,GA,GA,100.0
frankfordmo,frankfordil,frankford,MO,IL,88.88888888888889
lfatrockoh,lfatrockmi,lfat rock,OH,MI,88.88888888888889
morrisontn,morrisonil,morrison,TN,IL,100.0
baltimoremd,baltimoremd,baltimore,MD,MD,100.0
memphismo,memphismo,memphis,MO,MO,100.0
ocontone,ocontowi,oconto,NE,WI,100.0
perrymi,perrymi,perry,MI,MI,100.0
kengoharbormi,kengoharbormi,kengo harbor,MI,MI,91.66666666666666
monumetnro,monumetnco,monumetn,RO,CO,87.5
lakeparkmn,lakeparkfl,lake park,MN,FL,100.0
westphaliami,westphaliamd,westphalia,MI,MD,100.0
oakparkca,oakparkca,oak park,CA,CA,100.0
capemaypointnj,capemaypointnj,cape may point,NJ,NJ,90.5
elfridaaz,elfridame,elfrida,AZ,ME,83.33333333333334
haysti,haysks,hays,TI,KS,100.0
minelamottemo,minelamotteny,mine la motte,MO,NY,85.71428571428571
ricemn,ricemn,rice,MN,MN,100.0
lawtonok,lawtonok,lawton,OK,OK,100.0
woodworthnd,woodworthla,woodworth,ND,LA,100.0
mangumok,mangumok,mangum,OK,OK,100.0
litchfieldne,litchfieldct,litchfield,NE,CT,100.0
newcastleky,newcastleky,new castle,KY,KY,100.0
westyorkpa,westyorkpa,west york,PA,PA,100.0
centrevlileal,centrevlileal,centrevlile,AL,AL,90.9090909090909
greshamne,greshamor,gresham,NE,OR,100.0
lafayettela,lafayettela,lafayette,LA,LA,100.0
brightin,brightin,bright,IN,IN,100.0
remindervilleoh,remindervilleoh,reminderville,OH,OH,100.0
mlllinssc,mlllinssc,mlllins,SC,SC,100.0
crystalmn,crystalmn,crystal,MN,MN,100.0
wattsburgpa,wattsburgwa,wattsburg,PA,WA,100.0
fortoglethorpega,fortoglethorpega,fort oglethorpe,GA,GA,100.0
ajckionvillega,ajckionvilleal,ajckionville,GA,AL,91.66666666666666
jenksok,jenksok,jenks,OK,OK,100.0
millersburgia,millersburgoh,millersburg,IA,OH,100.0
lovelacevilleky,lovelacevilleca,lovelaceville,KY,CA,83.33333333333334
lifear,lifeco,life,AR,CO,80.0
ugashikak,ugashikpr,ugashik,AK,PR,66.66666666666666
lisbonfalsme,lisbonfalsme,lisbon fals,ME,ME,91.66666666666666
andrsonal,andrsonca,andrson,AL,CA,87.5
griffithin,griffithin,griffith,IN,IN,100.0
portervilleca,portervilleca,porterville,CA,CA,100.0
fortluptongco,fortluptonco,fort lupton,GCO,CO,100.0
belfieldnd,belfieldnd,belfield,ND,ND,100.0
westonid,westonfl,weston,ID,FL,100.0
eatonvillewa,eatonvillewa,eatonville,WA,WA,100.0
augustawi,augustawi,augusta,WI,WI,100.0
parolemd,parolemd,parole,MD,MD,100.0
pawcatuckct,pawcatuckct,pawcatuck,CT,CT,100.0
colonyparkpa,colonyparkpa,colony park,PA,PA,100.0
montgomerymi,montgomeryal,montgomery,MI,AL,100.0
agrdenacresca,agrdenacresca,agrden acres,CA,CA,91.66666666666666
homestownmo,homestownwa,homestown,MO,WA,90.5
amsterdamoh,amsterdamny,amsterdam,OH,NY,100.0
dightonks,dightonks,dighton,KS,KS,100.0
kenedyt,kenedytx,kenedy,T,TX,100.0
higdenar,higdenal,higden,AR,AL,66.66666666666666
waynesboropa,waynesboropa,waynesboro,PA,PA,100.0
ballouok,balloula,ballou,OK,LA,90.5
auburnwa,auburnwa,auburn,WA,WA,100.0
playasnm,playaspa,playas,NM,PA,83.33333333333334
parkvillepa,parkvillepa,parkville,PA,PA,100.0
augustawi,augustawi,augusta,WI,WI,100.0
dundeemn,dundeefl,dundee,MN,FL,100.0
rivergroeor,rivergroeil,rivergroe,OR,IL,81.81818181818183
durphyok,durphyid,durphy,OK,ID,83.33333333333334
edgewaternj,edgewaternj,edgewater,NJ,NJ,100.0
applewoldpa,applewoldpa,applewold,PA,PA,90.5
universityofpittsburghjohnstownpa,universityofpittsburghjohnstownfl,university of pittsburgh johnstown,PA,FL,90.5
westchicagoil,westchicagoil,west chicago,IL,IL,100.0
stronachmi,stronachme,stronach,MI,ME,83.33333333333334
capronva,capronil,capron,VA,IL,100.0
brookhavenga,brookhavenga,brookhaven,GA,GA,100.0
o'donnelltx,o'donnelltx,o'donnell,TX,TX,83.33333333333334
whittemoreia,whittemorepa,whittemore,IA,PA,90.0
gardnervilleranchosnv,gardnervilleranchosnv,gardnerville ranchos,NV,NV,100.0
babevillegi,babevilleal,babeville,GI,AL,88.88888888888889
taftl,taftca,taft,L,CA,100.0
cmbainmi,cmbainil,cmbain,MI,IL,75.0
medfordok,medfordok,medford,OK,OK,100.0
edgewaterco,edgewaterco,edgewater,CO,CO,100.0
michigancitynd,michigancityin,michigan city,ND,IN,100.0
atllulail,atllulafl,atllula,IL,FL,87.5
santeeca,santeeca,santee,CA,CA,100.0
trinwayoh,trinwayga,trinway,OH,GA,80.0
pauldenaz,pauldenaz,paulden,AZ,AZ,100.0
kearneyo,kearneymo,kearney,O,MO,100.0
deepcreekva,deepcreekco,deep creek,VA,CO,90.0
pasadenahillsfl,pasadenahillsfl,pasadena hills,FL,FL,100.0
mevillela,mevillela,meville,LA,LA,87.5
annandaleenn,annandaleca,annandale,ENN,CA,100.0
mckeeky,mckeeky,mckee,KY,KY,100.0
holidayshoresil,holidayshoresil,holiday shores,IL,IL,100.0
wadenanm,wadenamn,wadena,NM,MN,100.0
jonesboroga,jonesboroga,jonesboro,GA,GA,100.0
lebanonjunctionky,lebanonjunctionky,lebanon junction,KY,KY,100.0
lealnd,lealak,leal,ND,AK,80.0
interiorsd,interioraz,interior,SD,AZ,75.0
plantersvillemse,plantersvillems,plantersville,MSE,MS,100.0
davenportwa,davenportwa,davenport,WA,WA,100.0
danburytx,danburytx,danbury,TX,TX,100.0
maceody,maceofl,maceo,DY,FL,80.0
flovillage,flovillaca,flovilla,GE,CA,75.0
belkal,belkca,belk,AL,CA,75.0
rinconvalleyaz,rinconvalleyga,rincon valley,AZ,GA,90.5
loveoygah,loveoyga,loveoy,GAH,GA,85.71428571428571
corriganvillemd,corriganvilletx,corriganville,MD,TX,90.5
westcityil,westcitytx,west city,IL,TX,90.5
hartsugro,hartsugrmi,hartsugr,O,MI,90.5
rocifallsia,rocifallsil,roci falls,IA,IL,90.0
bradfordi,bradfordct,bradford,I,CT,100.0
lucanmn,lucanla,lucan,MN,LA,80.0
cherokeeia,cherokeeia,cherokee,IA,IA,100.0
sulphurspringsin,sulphurspringsar,sulphur springs,IN,AR,100.0
harrimann,harrimanny,harriman,N,NY,100.0
jacksonne,jacksonal,jackson,NE,AL,100.0
edentonnc,edentonnc,edenton,NC,NC,100.0
castalianspringstn,castalianspringsmn,castalian springs,TN,MN,85.71428571428571
fayettecitypa,fayettecityal,fayette city,PA,AL,90.5
wheatleyheightsny,wheatleyheightsny,wheatley heights,NY,NY,100.0
marcelinemo,marcelinemo,marceline,MO,MO,100.0
shadyshorestx,shadyshorestx,shady shores,TX,TX,100.0
haywadrca,haywadrca,haywadr,CA,CA,85.71428571428571
st.jamesnn,st.jamesmd,st. james,NN,MD,72.72727272727273
somervillema,somervillema,somerville,MA,MA,100.0
montaltopa,montaltopa,mon talto,PA,PA,100.0
viequespr,viequespr,vieques,PR,PR,100.0
imlantn,imlanil,imlan,TN,IL,83.33333333333334
fullertonpa,fullertonpa,fullerton,PA,PA,100.0
danail,dananc,dana,IL,NC,100.0
keystoneia,keystoneco,keystone,IA,CO,100.0
hollymi,hollymi,holly,MI,MI,100.0
westbuechelky,westbuechelky,west buechel,KY,KY,100.0
emmetar,emmetca,emmet,AR,CA,100.0
sharpsvillepa,sharpsvillepa,sharpsville,PA,PA,100.0
rowesvillesc,rowesvillenc,rowesville,SC,NC,90.0
gardenictyco,gardenictyga,garden icty,CO,GA,90.9090909090909
bellevuewa,bellevuewa,bellevue,WA,WA,100.0
montellowi,montellowi,montello,WI,WI,100.0
seminolemanorfl,seminolemanorfl,seminole manor,FL,FL,100.0
leesburgfl,leesburgfl,leesburg,FL,FL,100.0
lacoocheefl,lacoocheefl,lacoochee,FL,FL,100.0
manitouok,manitouil,manitou,OK,IL,90.5
deserthillsax,deserthillsaz,desert hills,AX,AZ,100.0
danvillepap,danvilleal,danville,PAP,AL,100.0
cannonsburgky,cannonsburgca,cannonsburg,KY,CA,90.5
pierresd,pierresd,pierre,SD,SD,100.0
longbranchpa,longbranchnj,long branch,PA,NJ,100.0
leesburgoh,leesburgoh,leesburg,OH,OH,100.0
northcatasauquapa,northcatasauquapa,north catasauqua,PA,PA,100.0
coloradocitytxh,coloradocityaz,colorado city,TXH,AZ,100.0
truthorconsequencesnm,truthorconsequencesnm,truth or consequences,NM,NM,100.0
northhighshoalsga,northhighshoalsms,north high shoals,GA,MS,85.71428571428571
blissid,blissaz,bliss,ID,AZ,80.0
derrypa,derrypa,derry,PA,PA,100.0
muldrowok,muldrowok,muldrow,OK,OK,100.0
gargathava,gargathafl,gargatha,VA,FL,85.71428571428571
jeffersonoh,jeffersonoh,jefferson,OH,OH,100.0
ontarioor,ontarioor,ontario,OR,OR,100.0
morgantonnc,morgantonnc,morganton,NC,NC,100.0
waukeeiav,waukeeia,waukee,IAV,IA,100.0
eldertaca,eldertaca,elderta,CA,CA,85.71428571428571
gunbarrello,gunbarrelco,gunbarrel,LO,CO,100.0
hainesvilleil,hainesvilleil,hainesville,IL,IL,100.0
oriolebeachfl,oriolebeachfl,oriole beach,FL,FL,100.0
millsborode,millsborode,millsboro,DE,DE,100.0
solomonaz,solomonks,solomon,AZ,KS,100.0
northlindenhurstyn,northlindenhurstny,north lindenhurst,YN,NY,100.0
hillcresttx,hillcrestil,hillcrest,TX,IL,100.0
vancesc,vanceal,vance,SC,AL,100.0
pachutams,pachutafl,pachuta,MS,FL,75.0
culbersonmt,culbersonca,culberson,MT,CA,83.33333333333334
brownsmillsnj,brownsmillsnj,browns mills,NJ,NJ,100.0
daytona,daytonin,dayton,A,IN,100.0
wyemt,wyenh,wye,MT,NH,66.66666666666666
pocassetok,pocassetma,pocasset,OK,MA,100.0
readerwv,readeroh,reader,WV,OH,85.71428571428571
lindentx,lindentx,linden,TX,TX,100.0
watkinsco,watkinstx,watkins,CO,TX,85.71428571428571
st.francisvillemo,st.francisvillela,st. francisville,MO,LA,83.33333333333334
threelakeswa,threelakeswa,three lakes,WA,WA,100.0
pulaskiwi,pulaskiwi,pulaski,WI,WI,100.0
aragonnm,aragonga,aragon,NM,GA,100.0
harbortonva,harbortonor,harborton,VA,OR,90.5
ellenboronc,ellenboroin,ellenboro,NC,IN,90.5
decaturcityia,decaturcityal,decatur city,IA,AL,90.5
sissetonsd,sissetonsd,sisseton,SD,SD,100.0
morvennc,morvenok,morven,NC,OK,80.0
bluffcityks,bluffcitytn,bluff city,KS,TN,100.0
lometatx,lometaca,lometa,TX,CA,83.33333333333334
georgetownk,georgetownca,georgetown,K,CA,100.0
southbloominggroveny,southbloominggroveny,south blooming grove,NY,NY,100.0
outlookmt,outlookal,outlook,MT,AL,85.71428571428571
bettertonmd,bettertonmi,betterton,MD,MI,100.0
maderaacresca,maderaacresca,madera acres,CA,CA,100.0
glendaleut,glendaleaz,glendale,UT,AZ,100.0
northlightplantnm,northlightplantil,north light plant,NM,IL,80.0
gridleyca,gridleyca,gridley,CA,CA,100.0
lewistownhmt,lewistownhmt,lewistownh,MT,MT,90.5
havilandoh,havilandny,haviland,OH,NY,100.0
mariafantoniapr,mariafantoniapr,mariafantonia,PR,PR,92.3076923076923
shallowaterx,shallowatertx,shallowater,X,TX,100.0
lambertms,lambertms,lambert,MS,MS,100.0
reinbeckia,reinbeckia,reinbeck,IA,IA,100.0
gladeviawfl,gladeviawfl,gladeviaw,FL,FL,88.88888888888889
lakeridgeav,lakeridgeva,lake ridge,AV,VA,100.0
rapidcitymi,rapidcitymi,rapid city,MI,MI,100.0
mentonea,mentoneca,mentone,A,CA,100.0
millermo,millersd,miller,MO,SD,100.0
owossomi,owossomi,owosso,MI,MI,100.0
raymondil,raymondme,raymond,IL,ME,100.0
ellsworthks,ellsworthks,ellsworth,KS,KS,100.0
westchesteril,westchesteril,westchester,IL,IL,100.0
miamitx,miamitx,miami,TX,TX,100.0
tingleyi,tingleyia,tingley,I,IA,75.0
lavinamt,lavinaga,lavina,MT,GA,85.71428571428571
tylersburgpa,tylersburgmn,tylersburg,PA,MN,90.5
honeygrovetx,honeygrovetx,honey grove,TX,TX,100.0
mcnealaz,mcnealva,mcneal,AZ,VA,83.33333333333334
troyil,troyil,troy,IL,IL,100.0
geigeral,geigeril,geiger,AL,IL,85.71428571428571
wesntomo,wesntoga,wesnto,MO,GA,80.0
terrytownlq,terrytownla,terrytown,LQ,LA,100.0
escondidoca,escondidoca,escondido,CA,CA,100.0
stanleywi,stanleywi,stanley,WI,WI,100.0
westmilwaueewi,westmilwaueewi,west milwauee,WI,WI,92.85714285714286
newrichmondiw,newrichmondoh,new richmond,IW,OH,100.0
dakotamn,dakotawi,dakota,MN,WI,100.0
purcellmo,purcellok,purcell,MO,OK,100.0
forestheightsmd,forestheightsmd,forest heights,MD,MD,100.0
mildredks,mildredct,mildred,KS,CT,85.71428571428571
ocontofallswi,ocontofallswi,oconto falls,WI,WI,100.0
kingstonwa,kingstonwa,kingston,WA,WA,100.0
paullinaia,paullinaia,paullina,IA,IA,100.0
goldonnal,goldonnaak,goldonna,L,AK,87.5
southviewpa,southviewin,southview,PA,IN,80.0
leipsicho,leipsicoh,leipsic,HO,OH,100.0
fbanklintownpa,fbanklintownpa,fbanklintown,PA,PA,87.5
croswellmi,croswellmi,croswell,MI,MI,100.0
trailmn,trailid,trail,MN,ID,75.0
brushcreekok,brushcreektx,brush creek,OK,TX,91.66666666666666
gauillams,gauillapr,gauilla,MS,PR,83.33333333333334
seabrookfarmsnj,seabrookfarmsnj,seabrook farms,NJ,NJ,100.0
